Carrier,Year,Service category,Request,Code type,Code,Description of service,Number of requests per code,Expedited - Avg response time,Standard - Avg response time,Extenuating circumstances - Avg response time,Expedited - Number of requests,Standard - Number of requests,Extenuating circumstances - Number of requests,Drug name,Drug brand names,decision
Carrier E,2023,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,97156,FAMILY ADAPT BHV TX GDN PHYS/QHP EA 15 MIN,16.0,,59.3,,,16.0,,missing,missing,approved
Carrier E,2023,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,S9480,INTENSIVE OUTPATIENT PSYCHIA,13.0,,34.5,109.1,,12.0,1.0,missing,missing,approved
Carrier E,2023,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,97153,ADAPTIVE BEHAVIOR TX BY PROTOCOL TECH EA 15 MIN,52.0,,53.6,,,52.0,,missing,missing,approved
Carrier E,2023,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,90837,PSYCHOTHERAPY W/PATIENT 60 MINUTES,37.0,,69.2,,,37.0,,missing,missing,approved
Carrier E,2023,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,99205,OFFICE/OUTPATIENT NEW HIGH MDM 60 MINUTES,25.0,,75.7,,,25.0,,missing,missing,approved
Carrier E,2023,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,97151,BEHAVIOR ID ASSESSMENT BY PHYS/QHP EA 15 MIN,23.0,,27.8,,,23.0,,missing,missing,approved
Carrier E,2023,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,H0001,ALCOHOL AND/OR DRUG ASSESS,19.0,,50.8,430.2,,18.0,1.0,missing,missing,approved
Carrier E,2023,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,96116,NEUROBEHAVIORAL STATUS XM PHYS/QHP 1ST HOUR,18.0,,42.9,,,18.0,,missing,missing,approved
Carrier E,2023,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,97155,ADAPT BHV TX PRTCL MODIFICAJ PHYS/QHP EA 15 MIN,17.0,,56.5,,,17.0,,missing,missing,approved
Carrier E,2023,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,97156,FAMILY ADAPT BHV TX GDN PHYS/QHP EA 15 MIN,16.0,,59.3,,,16.0,,missing,missing,approved
Carrier E,2023,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,S9480,INTENSIVE OUTPATIENT PSYCHIA,13.0,,34.5,109.1,,12.0,1.0,missing,missing,approved
Carrier E,2023,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,90899,UNLISTED PSYCHIATRIC SERVICE/PROCEDURE,11.0,0.6,33.7,,1.0,10.0,,missing,missing,approved
Carrier E,2023,Outpatient MH-SUD,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,90791,PSYCHIATRIC DIAGNOSTIC EVALUATION,69.0,270.9,107.7,,1.0,68.0,,missing,missing,denied
Carrier E,2023,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E0143,WALKER FOLDING WHEELED W/O S,161.0,4.7,7.6,,5.0,156.0,,missing,missing,approved
Carrier E,2023,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,A4239,SPLY ALW NONADJUNC NONIMPL CGM 1 MO SPLY= 1 UOS,118.0,,23.4,,,118.0,,missing,missing,approved
Carrier E,2023,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E0604,BREAST PUMP HEAVY DUTY HOSP GRADE PISTON OP,116.0,8.6,63.3,,21.0,95.0,,missing,missing,approved
Carrier E,2023,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E0570,NEBULIZER WITH COMPRESSOR,89.0,11.2,2.9,,5.0,84.0,,missing,missing,approved
Carrier E,2023,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E0730,TENS DEVICE 4/MORE LEADS MULTI NERVE STIMULATION,79.0,,20.3,,,79.0,,missing,missing,approved
Carrier E,2023,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,A5500,DIAB ONLY FIT CSTM PREP&SPL SHOE MX DNSITY INSRT PER SHOE,60.0,,24.4,,,60.0,,missing,missing,approved
Carrier E,2023,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E1390,OXYGEN CONCENTRATOR,55.0,7.6,11.2,,2.0,53.0,,missing,missing,approved
Carrier E,2023,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,L1852,KNEE ORTHOSIS DOUBLE UPRIGHT THIGH AND CALF,53.0,0.7,24.3,,1.0,52.0,,missing,missing,approved
Carrier E,2023,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E0202,PHOTOTHERAPY LIGHT W/ PHOTOM,29.0,11.2,15.3,,7.0,22.0,,missing,missing,approved
Carrier E,2023,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,B4161,ENTERAL F PED HYDROLYZED/AA&PEPTIDE CHAIN PROTS,29.0,,5.6,,,29.0,,missing,missing,approved
Carrier E,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,E0143,WALKER FOLDING WHEELED W/O S,161.0,4.7,7.6,,5.0,156.0,,missing,missing,approved
Carrier E,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,A4239,SPLY ALW NONADJUNC NONIMPL CGM 1 MO SPLY= 1 UOS,118.0,,23.4,,,118.0,,missing,missing,approved
Carrier E,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,E0570,NEBULIZER WITH COMPRESSOR,89.0,11.2,2.9,,5.0,84.0,,missing,missing,approved
Carrier E,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,E0730,TENS DEVICE 4/MORE LEADS MULTI NERVE STIMULATION,79.0,,20.3,,,79.0,,missing,missing,approved
Carrier E,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,A5500,DIAB ONLY FIT CSTM PREP&SPL SHOE MX DNSITY INSRT PER SHOE,60.0,,24.4,,,60.0,,missing,missing,approved
Carrier E,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,E1390,OXYGEN CONCENTRATOR,55.0,7.6,11.2,,2.0,53.0,,missing,missing,approved
Carrier E,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,L1852,KNEE ORTHOSIS DOUBLE UPRIGHT THIGH AND CALF,53.0,0.7,24.3,,1.0,52.0,,missing,missing,approved
Carrier E,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,E0202,PHOTOTHERAPY LIGHT W/ PHOTOM,29.0,11.2,15.3,,7.0,22.0,,missing,missing,approved
Carrier E,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,B4161,ENTERAL F PED HYDROLYZED/AA&PEPTIDE CHAIN PROTS,29.0,,5.6,,,29.0,,missing,missing,approved
Carrier E,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,E0691,UV LIGHT TX SYS BULB/LAMP TIMER; TX 2 SQ FT/LESS,28.0,,21.5,,,28.0,,missing,missing,approved
Carrier E,2023,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,HCPC,E0604,BREAST PUMP HEAVY DUTY HOSP GRADE PISTON OP,116.0,8.6,63.3,,21.0,95.0,,missing,missing,denied
Carrier E,2023,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,95250,Ambulatory continuous glucose monitoring of interstitial tissue fluid via a subcutaneou,97.0,,38.2,,,97.0,,missing,missing,denied
Carrier E,2023,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,K0553,SUPPLY ALLOW FOR TX CGM1 MO SPL = 1 U OF SERVICE,18.0,,18.1,,,18.0,,missing,missing,approved
Carrier E,2023,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,A4230,INFUS INSULIN PUMP NON NEEDL,11.0,,33.6,,,11.0,,missing,missing,approved
Carrier E,2023,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E0784,EXT AMB INFUSN PUMP INSULIN,9.0,,38.8,,,9.0,,missing,missing,approved
Carrier E,2023,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,A4232,SYRINGE W/NEEDLE INSULIN 3CC,5.0,,11.1,,,5.0,,missing,missing,approved
Carrier E,2023,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,A6257,TRANSPARENT FILM STERL 16 SQ IN OR LESS EA DRESS,1.0,,44.3,,,1.0,,missing,missing,approved
Carrier E,2023,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,A5120,SKIN BARRIER WIPES OR SWABS EACH,1.0,,69.0,,,1.0,,missing,missing,approved
Carrier E,2023,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,K0553,SUPPLY ALLOW FOR TX CGM1 MO SPL = 1 U OF SERVICE,18.0,,18.1,,,18.0,,missing,missing,approved
Carrier E,2023,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,A4230,INFUS INSULIN PUMP NON NEEDL,11.0,,33.6,,,11.0,,missing,missing,approved
Carrier E,2023,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,E0784,EXT AMB INFUSN PUMP INSULIN,9.0,,38.8,,,9.0,,missing,missing,approved
Carrier E,2023,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,A4232,SYRINGE W/NEEDLE INSULIN 3CC,5.0,,11.1,,,5.0,,missing,missing,approved
Carrier E,2023,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,A6257,TRANSPARENT FILM STERL 16 SQ IN OR LESS EA DRESS,1.0,,44.3,,,1.0,,missing,missing,approved
Carrier E,2023,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,A5120,SKIN BARRIER WIPES OR SWABS EACH,1.0,,69.0,,,1.0,,missing,missing,approved
Carrier E,2023,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,95250,Ambulatory continuous glucose monitoring of interstitial tissue fluid via a subcutaneou,97.0,,38.2,,,97.0,,missing,missing,denied
Carrier E,2023,Diabetes Supplies and Equip,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,95250,Ambulatory continuous glucose monitoring of interstitial tissue fluid via a subcutaneou,97.0,,38.2,,,97.0,,missing,missing,denied
Carrier E,2023,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,missing,missing,197.0,,79.32117315,,0.0,197.0,0.0,EMPAGLIFLOZIN,JARDIANCE,approved
Carrier E,2023,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,missing,missing,87.0,,67.43068966,,0.0,87.0,0.0,SEMAGLUTIDE,"OZEMPIC, RYBELSUS",denied
Carrier E,2023,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,missing,missing,69.0,,24.14852657,,0.0,69.0,0.0,UBROGEPANT,UBRELVY,approved
Carrier E,2023,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,missing,missing,66.0,,33.74263047,,0.0,66.0,0.0,LISDEXAMFETAMINE DIMESYLATE,VYVANSE,approved
Carrier E,2023,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,missing,missing,52.0,,40.6425,,0.0,52.0,0.0,VARENICLINE TARTRATE,APO-VARENICLINE,denied
Carrier E,2023,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,missing,missing,46.0,,31.74908213,,0.0,46.0,0.0,RIVAROXABAN,XARELTO,approved
Carrier E,2023,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,missing,missing,46.0,,27.57171498,,0.0,46.0,0.0,FREMANEZUMAB-VFRM,AJOVY,approved
Carrier E,2023,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,missing,missing,36.0,,31.19655093,,0.0,36.0,0.0,LIRAGLUTIDE,VICTOZA,denied
Carrier E,2023,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,missing,missing,33.0,,22.99237374,,0.0,33.0,0.0,SECUKINUMAB,COSENTYX,approved
Carrier E,2023,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,missing,missing,32.0,,46.11569444,,0.0,32.0,0.0,TESTOSTERONE CYPIONATE,DEPO-TESTOST,approved
Carrier E,2023,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,missing,missing,46.0,,27.6,,0.0,46.0,0.0,FREMANEZUMAB-VFRM,AJOVY,approved
Carrier E,2023,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,missing,missing,33.0,,23.0,,0.0,33.0,0.0,SECUKINUMAB,COSENTYX,approved
Carrier E,2023,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,missing,missing,22.0,,13.6,,0.0,22.0,0.0,TESTOSTERONE,"ANDRODERM, TESTOSTERONE",approved
Carrier E,2023,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,missing,missing,22.0,,77.3,,0.0,22.0,0.0,TICAGRELOR,BRILINTA,approved
Carrier E,2023,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,missing,missing,20.0,,59.0,,0.0,20.0,0.0,SACUBITRIL-VALSARTAN,ENTRESTO,approved
Carrier E,2023,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,missing,missing,12.0,,23.5,,0.0,12.0,0.0,TOFACITINIB CITRATE,XELJANZ,approved
Carrier E,2023,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,missing,missing,12.0,,23.8,,0.0,12.0,0.0,CARIPRAZINE HCL,VRAYLAR,approved
Carrier E,2023,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,missing,missing,12.0,,27.1,,0.0,12.0,0.0,GUSELKUMAB,TREMFYA,approved
Carrier E,2023,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,missing,missing,8.0,,33.6,,0.0,8.0,0.0,ERENUMAB-AOOE,AIMOVIG,approved
Carrier E,2023,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,missing,missing,7.0,,21.6,,0.0,7.0,0.0,APREMILAST,OTEZLA,approved
Carrier E,2023,Prescription Drugs,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,GPI10,missing,missing,2.0,,68.78,,0.0,2.0,0.0,ZOLMITRIPTAN,ZOMIG,denied
Carrier E,2023,Prescription Drugs,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,GPI10,missing,missing,7.0,,33.75,,0.0,7.0,0.0,RIFAXIMIN,XIFAXAN,denied
Carrier E,2023,Prescription Drugs,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,GPI10,missing,missing,52.0,,40.64,,0.0,52.0,0.0,VARENICLINE TARTRATE,APO-VARENICLINE,denied
